name_1,name_2,is_duplicate
dow chemical thailand .,dow chemical shanghai .,1
michelin na asrc,michelin siam .,1
changchun eftec chemical products .,torimex chemicals . sp zoo,0
nordic group inc.c o pioneer,dsi,0
basf corp .,basf mexicana s.a . c.v .,1
nissei advantech mexico s.a . c.v .,diamantex cv,0
divine connection maritime ser,gti pvt . .,0
ecopmin technologies private .,forech india private .,0
partes y complementos plasticos ltda p c p,marcopol termoplastico,0
sumika polymers north america .,essilor america,0
h.r .,qingdao bohe .,0
achievable general,highline general,0
sam,stalori,0
elder rubber .,gold star rubber chemical,0
iqor global services india private .,continental device india private .,0
og corporation india private .,glutape india private .,0
intl logistics .,union logistics .,0
zaklady chemiczne bochem sp . z.o.o .,jebro,0
interra bronz shanghai building materials .,eterna s.a .,0
sumitomo rubber inds,sumitomo rubber usa,1
sto corp,m t logistica sociedad anonima cerrada,0
vision log consult aduaneira logistica transportes,rcs logistics .,0
binne sohn gmbh kg dachbaustoffwerk,w. quandt dachbahnen und dachstoffe gmbh,0
camelot logistics,qingdao blp huahe logistic .,0
doppelmayr seilbahnen gmbh,"ooo""doppel'mair rasha",1
basf colors effects usa,basf corporation,1
continental tire andina s.a .,com . ltda,0
cts,eurobit d.o.o .,0
ege trans,shanghai foreign trade pu dong .,0
dsi,hilanderia y textiles urcos empresa indi,0
htl logistics india pvt . .,philips india .,0
rtl - inductives oy,rtl - inductives oy,1
joc technical enginee,ohl chl,0
basf india,basf corp .,1
lg chem america .,agencias vibo centroamerica,0
schueco india private .,hwashin automotive india private .,0
upl .,wellspun tubular,0
hevea bv,heveachem,1
ralhum pvt . .,ambrolink,0
basf auxiliary chemicals,basf corporation,1
bridgestone tire,bridgestone firestone brasil,1
olympia chemicals .,hmt .,0
contitech australia pty .,contitech antriebssysteme gmb h,1
t.a . corporation pvt . .,coroplast harness technology kunshan .,0
encom .,automation components .,0
synthomer srl,synthomer c oterminal warehouse,1
sika corporation,sika singapore pte . .,1
bridgestone neumaticos,bridgestone firestone mexico cv,1
dow mexicana s.a .,dow chemical,1
blackwater industry s.a.c .,stp .,0
sumitomo rubber industriesusa,sumitomo rubber usa,1
s,silpa group mexico cv,0
praekasa textile .,s k .,0
michelin americas research,michelin tyre plc,1
anurag,mawarid al attaa est,0
ford,feng performed qingdao .,0
stp .,qingdao ctr logistics .. .,0
nichirin flex u . s . . .,flex sol,1
reliance spg mills .,reliance retail .,1
bridgestone tire,bridgestone neumaticos monterreysa cv,1
suntrans .,osterman .,0
wexco .,united leather,0
dmi(shanghai management .,shenzhen everfull trade logistics management .,0
michelin tyre plc,michelin india technology center,1
bank al habib . central,e s c.c .,0
wrgrace,wrgrace canada .,1
bridgestone firestone venezolana c,pt bridgestone tire indonesia,1
icopal kft .,icopal,1
ergon asphalt,izolacja - jarocin spolka akcyjna,0
georg borner chemisches werk fur dach- und bautenschutz gmbh kg,georg borner chemisches werk fur dach- und bautenschutz gmbh kg,1
herramientas y tornillos s.a .,aim,0
paragon polymer products,polymer products . sri indassara,0
shenzhen lian sheng hang .,kia .,0
ar sports,s r d sports,0
reliance .,reliance retail .,1
sika s.a . chile,sika s a.,1
bridgestone firestone venezolana c,bridgestone hosepower,1
synthomer .,shanghai synthomer chemicals .,1
georg boerner,georg borner chemisches werk fur dach- und bautenschutz gmbh kg,1
bridgestone brasil industria e comenrcio ltda,bridgestone stargard sp zoo,1
d.s,pt bdp indonesia,0
r.i.intl,maniar rubber pvt . .,0
anx logistica e agenciamento ltda,jh logistics .,0
comercializadora covarrubias s.a . c.v .,comercializadora sunshine bouquet colombia .,0
qingdao kailong vehicle industry .,kei .,0
ineos styrolution america,ineos styrolution brasil polimeros ltda,1
bridgestone firestone argentina saic,bridgestone firestone venezolana c,1
bridgestone tire,bridgestone americas tire,1
sika india private .,sika china .,1
yes logistics corp .,dc logistics,0
topwell chemical,ict,0
michelin north america .,michelin na asrc,1
yokohama india pvt . .,yokohama tire corp .,1
national development bank plc,pgm,0
lohmann gmbh kg,lohmann gmbh kg,1
centro industrial s,nusrat corporation,0
karnataka chemical,lopan,0
v.d .,ups san jose sociedad anonima,0
plastay kimya,plastay kimya sanayi ve ticaret s,1
zeon chemicals l.p .,zeon corporation tse:4205,1
hecny group,decathlon group,0
sumitomo rubber,sumitomo warehouse usa . .,1
bridgestone neumaticos monterreysa cv,bridgestone group,1
shanghai lansheng grand luck imp . exp . .,jiangmen shengan imp . exp . .,0
teng wo huaian trade .,n s h,0
dow chemical pacific,dow chemical thailand .,1
thai synthetic rubber .,lathia rubber mfg . pvt . .,0
bridgestone mexico s.a . c.v .,bridgestone group,1
johns mansville,dzhons mansvil,1
basf mexicana s.a . c.v .,basf,1
merit .,manish agencies,0
omv plants,omv aktiengesellschaft wbag omv,1
iida changchun rubber .,tag corporation,0
bridgestone mexico s.a . c.v .,bridgestone india,1
afton chemical industria aditivos ltda,afton chemical india private .,1
soprema iberia s.l .,soprema salgareda,1
alfa laval lund ab,oao al'fa laval ' potok,1
dhaka rubber,dong ah tire rubber .,0
basf peruana s.a .,basf pakistan .,1
yaf,fajar est . l.l.c .,0
amazon logistica ltda epp,logistics .,0
vikasha lighting electronics p l,r.i.intl,0
basf .,basf turk kimya san . ve tic.sti,1
s.r .,atto abrasives s. r.l . c.v .,0
apex shipping nyc .,mne shipping pty,0
pirelli tyre russia,sanyhot adhesivos,0
mazzetta,tag corporation,0
indaco sp,pinnacle freight .,0
saint gobain vietnam .,saint gobain canada .,1
ost trucking .,dt 1 racing,0
bridgestone hosepower,bridgestone brasil industria e comercio ltda,1
bridgestone india,bridgestone costa rica s.a .,1
intl rubber,united rubber pvt .,0
k flex usa . 100 nomaco,lisolante k - flex spa,1
basf corp .,basf peruana s.a .,1
atd american,inoac group north america,0
duracell distributing .,duracell distributing inc.duracell,1
anand chemicals rubber pvt . .,cemix cv,0
sumitomo rubber changshu .,sumitomo rubber usa,1
pirelli neumaticos,pirelli neumaticos argentina,1
sumitomo corporation america,sumitomo corp . america,1
michelin na asrc,michelin india private .,1
shanghai synthomer chemicals .,synthomer c oterminal,1
ram,specialties,0
bridgestone firestone venezolana c,bridgestone tire,1
jsr corporation tse:4185,jsr bst elastomer,1
celanese europe bv - ex softer,ooms construction bv,0
"sia""centrum europa",ooo tsentrum,1
total bitumen deutschland gmbh,total france arnay le duc,1
fc daewoo textile,posco daewoo corporation,1
fac gb srl adhesives,nokian taiers,0
berg ind,ensyu takeru rubber .,0
bridgestone golf shenzhen .,bridgestone firestone venezolana,1
connaught shang guangzhou,inout corp .,0
point,beijing jiachengxingye industry .,0
nad s c v,sperian hearing protection mexico s.a . c.v .,0
anki .,heidelberger volksbank eg,0
sumitomo rubber north america .,sumitomo rubber,1
kenda farben india pvt . .,pt . kenda rubber indonesia,1
dsi,wadi al naml,0
synthos,synthos dwory 7 spolka,1
red avenue new materials group tong cheng xin cai liao ji tuan gu fen xian gong si,red avenue new materials group . shse:603650,1
yokohama tire canada,yokohama americas,1
fujian lianjiang fengxian,bnx,0
axson mexico cv,nexeo solutions mexico s. r.l . c.v .,0
bridgestone ncr,bridgestone golf shenzhen .,1
aeroship logistics .,aegis logistics .,0
bridgestone stargard sp zoo,bridgestone brasil industria e comenrcio ltda,1
makyol,makyol insaat sanayi turizm ve ticaret s,1
panther tyres .,amster s.a .,0
yokohama corp . north ameri,yokohama rubber .,1
translogistic cv,masterline logistics caribean srl,0
bridgestone neumaticos,bridgestone tire,1
kintetsu logistics shenzhen,p.l .,0
bridgestone brasil industria e comercio ltda,pt bridgestone tire indonesia,1
sumitomo rubber brasil ltda,sumitomo rubber usa 10 sheridan,1
bin ke .,shenzhen kerry yantian port logistics .,0
basf corporation,basf japan . 6 10 1 roppongi,1
sumitomo rubber changshu .,sumitomo rubber industriesusa,1
general membrane s.p.a .,general membrane s.a .,1
zhongshan nan zhou leather products .,nu cork products(p .,0
pt ricky putra globalindo,baid,0
tetra pak,"ao""tetra pak",1
meena elastomers pvt . .,atp elastomers,0
dozier special precision parts machining nantong .,n j .,0
eia .,protrade applied,0
afi .,fine shoes repairs,0
kildair services,kildair service ulc,1
mahi enterprise,h.a . enterprises,0
michelin north america canada .,michelin group,1
bridgestone golf shenzhen .,bridgestone(shenyang tire .,1
max general,al habib genral,0
soprema gmbh,soprema sourges,1
total bitumen gmbh,ooo khiminvest grupp,0
bridgestone stargard sp zoo,bridgestone ncr,1
geleisihaimu plastic products dongguan .,asimco .,0
michelin tyre plc,michelin india technology center llp,1
mohammad danyal sahel lodin .,a.l .,0
ankara insaat ticaret ve sanayi limited sirketi,hexpol,0
industrias resigom cv,railway suppliers .,0
rhino rugby,rhino rugby france,1
sika,sika thailand,1
sho,shanghai poly gifted trade .,0
exxonmobil quimica ltda,exxonmobil chemical americas,1
bridgestone(shenyang tire .,bridgestone ncr,1
pidilite lanka private .,ztt india private .,0
s.g.impex,asap . imp . exp . sp,0
dynapolymer sdn bhd,midas polymer compounds p .,0
plasticos tecnicos s.a .,tepso plastics mex cv,0
kuraray india private .,kuraray america .,1
ikki logistics s.a . c.v .,itatrans agility logistica,0
michelin siam .,sociedade michelin participacoes ind e comercio ltda,1
bridgestone tire,bridgestone tire,1
cabopol,cabopol - polymer compounds s.a,1
reliance brands,ryohin keikaku reliance india private .,1
mccord payen mexico s rl cv,gaser mexicosa cv,0
pirelli neumaticos cv .,pirelli tire,1
savino del bene chile s.a .,savino del bene poland sp . z o.o .,1
uni logistics system .,super link logistics .,0
sumitomo rubber north america .,sumitomo rubber industriesusa,1
soprema s.a .,soprema canada,1
quimaflex srl,planika flex d.o.o,0
trinseo europe gmb h trade register 20162359,trinseo europe gmb h trade register 20162359 tax d be0806160466,1
euro sports merchandise .,victoria sports leisure p / l,0
trinseo,trinseo europe gmb h vat d nl819885150 b01,1
bridgestone india pvt . .,bridgestone brasil industria comercio ltda,1
basf pakistan private .,basf corporation,1
soprema polska sp . z o.o .,soprema salgareda,1
toyoda gosei automative sealing mex,klinge corporation,0
exxonmobil chemical baytown chemical plant,exxonmobil quimica ltda,1
pantos logistics,scanwell logistics chi .,0
polymer distribution . pdi,kolder .,0
closures interiors s rl cv,itc .,0
bridgestone golf shenzhen .,bridgestone tire,1
richemont india private .,rinchem,0
s,suntrans .,0
westridge laboratories,sto corp,0
chowdhry,tire .,0
hankyu hanshin express usa .,sun track express,0
contitech india private .,contitech australia pty .,1
agency pty . .,e care .,0
ranyal pvt .,super hoze pvt . .,0
arlanxeo usa,arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,1
indisol marketing pvt . .,u.c marketing .,0
jitin enterprises,pride .,0
salnik solutions,innovative bedding solutions,0
jm motors,m.b,0
bridgestone hosepower,bridgestone costa rica s.a .,1
thai bridgestone .,bridgestone hosepower,1
inreco emulsje,warden asphalt company,0
michelin na asrc,michelin north america .,1
world asia logistics .,jh logistics .,0
r s,super surgical,0
amt markiting .,fei marketing,0
bridgestone india automotive,bridgestone stargard sp zoo,1
dow chemical,dow chemical thailand .,1
yuasa elastomer products .,synthetic products,0
sto corp,behn meyer chemicals t .,0
venti air products,jai aravali industrial products pvt . .,0
bridgestone costa rica s.a .,bridgestone ncr,1
bridgestone ncr,bridgestone stargard sp zoo,1
grammer automotive puebla cv,gti pvt . .,0
special china precision components changzhou .,chinar forge .,0
michelin tyre plc,michelin research development center shanghai .,1
mil .,shanghai yu tai industrial .,0
yokohama rubber .,yokohama corp . north ameri,1
arlanxeo,arlanxeo singapore pte .,1
alc logistics ltda,toc logistics,0
bridgestone group,bridgestone firestone venezolana,1
ypf brasil comercio derivados petroleo ltda,vernol s,0
arlanxeo singapore pte . lt,arlanxeo usa,1
alxrma,khalid al dagal est,0
compounds systems production,mx systems p .,0
bostik sp.z.o.o .,ooo bostik,1
sika,sika cambodia . warehouse,1
zhuhai toyo ink .,cebu toyo corp,1
bridgestone brasil industria e comercio ltda,bridgestone ncr,1
flex sol,hansa flex usa,1
michelin espana portugal,michelin na asrc,1
bridgestone firestone mexico cv,bridgestone ncr,1
sasol chemicals usa,chemvera specialty chemicals private .,0
pacific road logistics,fidelity logistics,0
bridgestone tire,bridgestone neumaticos monterreysa cv,1
shanghai synthomer chemicals .,synthomer,1
yokohama tyre,yokohama rubber .,1
nan ya plastics corp . america,asahi work america .,0
arlanxeo brasil,arlanxeo singapore pte . lt,1
dow brasil industria e comercio produtos quimicos lt,pgl brasil ltda,0
soprema s.a .,soprema polska sp . z o.o .,1
petro - canada holdings bv,petro . canada,1
arlanxeo canada .,arlanxeo singapore pte . lt,1
total petrochemicals france,total rumunia,1
bridgestone americas tire,bridgestone costa rica sociedad anoni,1
toyo tire north,toyo tires zhangjiagang .,1
kriska,pt indocement tunggal prakarsa,0
pirelli neumaticos cv boulev,pirelli neumaticos s.a . c.v .,1
fenner usa,fenner dunlop atlanta .,1
zeon corporation,zeon,1
bridgestone firestone argentina saic,bridgestone neumaticos,1
iko midwest .,iko .,1
pirelli tire,pirelli neumaticos s.a . cv,1
yokohama corp . north ameri,yokohama mfg .,1
bridgestone(shenyang tire .,bridgestone hosepower,1
warren plant bato bridgestone,bridgestone ncr,1
kami corp .,amin textile mills .,0
balak sport cu,lb4 sport,0
plastay group,vedag,0
sumitomo warehouse usa . .,sumitomo rubber usa,1
k.b.trading,ambay,0
bridgestone firestone brasil,bridgestone tire,1
liaoning north daina suo synthetic rubber .,xeltic s.a .,0
sumitomo rubber brasil ltda,sumitomo rubber changshu .,1
bridgestone mexico s.a . c.v .,bridgestone india automotive products private .,1
asp sealing product .,oun corporation,0
barnices y laminados nacionales,anki .,0
gti pvt . .,gillete,0
swisspor vaparoid,swisspor polska,1
fujikura automotive america,flexitech automotive mexico,0
vip polymers .,paragon polymer products,0
remanso srl .,mass d.o.o .,0
franchescetti,calzaturificio franceschetti s.r.l .,1
dalpo sp . z o.o .,vaya-7 ad,0
group d . dba pacific rim mfg .,pacific date corp .,0
afton chemical mexicosa cv,afton chemical industria aditivos ltda,1
comercial e industr . esyter s,kia .,0
sport passion,pam sp,0
bar gmb h,equiva gmb h,0
bridgestone costa rica sociedad anoni,bridgestone firestone brasil,1
decathlon logistics malaysia sdn bh,damco logistics thailand .,0
aci mexico automotive compounding,flexitech automotive mexico,0
h.a . cargo s.a .,alfa cargo transportes internacionais ltda,0
thai bridgestone .,bridgestone golf shenzhen .,1
el pincel s.a .,itc .,0
n j .,abdullah hussain ali,0
trinseo europe gmb h trade register 20162359 tax d be0806160466,trinseo europe gmb h vat d nl819885150 b01,1
yk,kukje corp .,0
htl logistics india pvt . .,rsa logistics dwc,0
lord industrial ltda,herval industria moveis colchoes espumas ltda,0
j.s.p . enterprises,nakoda enterprises,0
total bitumen deutschland gmbh,total ceska republika s.r.o .,1
alstom transport .,prosports,0
shenzhen comflex .,perez,0
lapp india pvt . .,urbanshore wholesale india private .,0
kurashiki kako mexicana cv,kuresa,0
"zeon chemicals yonezawa ,ltd .",zeon corporation tse:4205,1
widex india pvat . .,henkel anand india private .,0
posco daewoo america corp . toronto b,posco daewoo corporation,1
esso,eosso brothers,1
bridgestone india,bridgestone firestone brasil,1
esma industrial,scot .,0
nad s c v,barnet india marketing distribution llp,0
jamea al anwar,epsilon,0
bmi group icopal *,soprema drummondville,0
mrf corporation,essilor mfg . philippines .,0
dhl global forwarding panama s.a .,s,0
r s,jain rubber,0
